Incident #,Incident City,Incident Date,Incident Description,Incident Type,Incident Type Code,Incident ZipCode,Station,Station City,Station ZipCode,Distance,Incident Position,Station Position,Time to Arrival (s),Time to Dispatch (s),Time to Dispatch Target (s),Time to En Route (s),Time to En Route Target (s),Day,Month,Year,Time,Dispatch Time/Target Ratio,En Route Time/Target Ratio
21066012,Atlanta,2022-03-16 16:55:00,Detailed description of the incident #21066012,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.825638599,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,0,240,60,300,16,3,2022,16:55:00,0.0%,20.0%
22004173,Atlanta,2022-07-18 16:24:00,Detailed description of the incident #22004173,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.531845732,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,0,240,60,300,18,7,2022,16:24:00,0.0%,20.0%
21092346,Atlanta,2022-06-21 22:42:00,Detailed description of the incident #21092346,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.999678132,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,60,300,21,6,2022,22:42:00,25.0%,20.0%
21053771,Atlanta,2022-01-31 08:45:00,Detailed description of the incident #21053771,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.354803661,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,60,300,31,1,2022,08:45:00,25.0%,20.0%
21049564,Atlanta,2022-01-17 09:14:00,Detailed description of the incident #21049564,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.321156254,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,60,300,17,1,2022,09:14:00,25.0%,20.0%
21059370,Atlanta,2022-02-19 01:13:00,Detailed description of the incident #21059370,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.173817577,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,60,300,19,2,2022,01:13:00,25.0%,20.0%
21058896,Atlanta,2022-02-17 15:22:00,Detailed description of the incident #21058896,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.965848098,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,60,300,17,2,2022,15:22:00,25.0%,20.0%
21060326,Atlanta,2022-02-22 11:59:00,Detailed description of the incident #21060326,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.260548771,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,60,300,22,2,2022,11:59:00,25.0%,20.0%
21059542,Atlanta,2022-02-19 14:41:00,Detailed description of the incident #21059542,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.772838547,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,60,300,19,2,2022,14:41:00,25.0%,20.0%
21057927,Atlanta,2022-02-14 12:06:00,Detailed description of the incident #21057927,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.439727732,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,60,300,14,2,2022,12:06:00,25.0%,20.0%
21059406,Atlanta,2022-02-19 05:05:00,Detailed description of the incident #21059406,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,3.008600813,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,60,300,19,2,2022,05:05:00,25.0%,20.0%
21090958,Atlanta,2022-06-15 22:11:00,Detailed description of the incident #21090958,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.531845732,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,60,300,15,6,2022,22:11:00,25.0%,20.0%
22001060,Atlanta,2022-07-05 12:33:00,Detailed description of the incident #22001060,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.098224439,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,60,240,60,300,5,7,2022,12:33:00,25.0%,20.0%
21007263,Atlanta,2021-12-05 21:07:00,Detailed description of the incident #21007263,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.666931073,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,120,240,60,300,5,12,2021,21:07:00,50.0%,20.0%
21007545,Atlanta,2021-12-06 20:25:00,Detailed description of the incident #21007545,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.930745837,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,120,240,60,300,6,12,2021,20:25:00,50.0%,20.0%
21091621,Atlanta,2022-06-18 19:24:00,Detailed description of the incident #21091621,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.972902086,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,120,240,60,300,18,6,2022,19:24:00,50.0%,20.0%
21080863,Atlanta,2022-05-20 14:04:00,Detailed description of the incident #21080863,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.744192422,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,120,240,60,300,20,5,2022,14:04:00,50.0%,20.0%
21067955,Atlanta,2022-03-24 07:39:00,Detailed description of the incident #21067955,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.64155446,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,120,240,60,300,24,3,2022,07:39:00,50.0%,20.0%
22005422,Atlanta,2022-07-25 00:11:00,Detailed description of the incident #22005422,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,1.963666205,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,120,240,60,300,25,7,2022,00:11:00,50.0%,20.0%
21087320,Atlanta,2022-05-30 09:29:00,Detailed description of the incident #21087320,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.534282828,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,120,240,60,300,30,5,2022,09:29:00,50.0%,20.0%
21046158,Atlanta,2022-01-05 09:47:00,Detailed description of the incident #21046158,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.321156254,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,180,240,60,300,5,1,2022,09:47:00,75.0%,20.0%
21060545,Atlanta,2022-02-23 09:57:00,Detailed description of the incident #21060545,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.180020745,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,180,240,60,300,23,2,2022,09:57:00,75.0%,20.0%
21006008,Atlanta,2021-12-01 10:02:00,Detailed description of the incident #21006008,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.771784039,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,240,240,60,300,1,12,2021,10:02:00,100.0%,20.0%
21044670,Atlanta,2021-12-31 09:40:00,Detailed description of the incident #21044670,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.26756164,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,240,240,60,300,31,12,2021,09:40:00,100.0%,20.0%
21002569,Atlanta,2021-11-18 06:54:00,Detailed description of the incident #21002569,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.332690844,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,240,240,60,300,18,11,2021,06:54:00,100.0%,20.0%
21050840,Atlanta,2022-01-21 13:10:00,Detailed description of the incident #21050840,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.704047667,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,240,240,60,300,21,1,2022,13:10:00,100.0%,20.0%
22005922,Atlanta,2022-07-27 18:38:00,Detailed description of the incident #22005922,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.552049636,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,540,240,60,300,27,7,2022,18:38:00,225.0%,20.0%
21042305,Atlanta,2021-12-22 10:20:00,Detailed description of the incident #21042305,Fire Related,F41F,30313,AFRD Station 1,Atlanta,30313,2.666931073,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),180,480,240,60,300,22,12,2021,10:20:00,200.0%,20.0%
21060897,Atlanta,2022-02-24 13:04:00,Detailed description of the incident #21060897,Fire Related,F33G,30313,AFRD Station 1,Atlanta,30313,2.484383765,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,24,2,2022,13:04:00,25.0%,20.0%
21059988,Atlanta,2022-02-21 05:35:00,Detailed description of the incident #21059988,Fire Related,F33G,30313,AFRD Station 1,Atlanta,30313,2.587808538,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,120,240,60,300,21,2,2022,05:35:00,50.0%,20.0%
21078664,Atlanta,2022-05-10 14:05:00,Detailed description of the incident #21078664,Fire Related,F34,30313,AFRD Station 1,Atlanta,30313,1.771496107,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,120,240,60,300,10,5,2022,14:05:00,50.0%,20.0%
21087794,Atlanta,2022-06-01 13:16:00,Detailed description of the incident #21087794,Fire Related,F35,30313,AFRD Station 1,Atlanta,30313,1.771496107,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,1,6,2022,13:16:00,25.0%,20.0%
21078896,Atlanta,2022-05-11 13:35:00,Detailed description of the incident #21078896,Fire Related,F35,30313,AFRD Station 1,Atlanta,30313,2.454404188,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,11,5,2022,13:35:00,25.0%,20.0%
21001693,Atlanta,2021-11-14 13:03:00,Detailed description of the incident #21001693,Fire Related,F35,30313,AFRD Station 1,Atlanta,30313,2.473318141,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,14,11,2021,13:03:00,25.0%,20.0%
21004769,Atlanta,2021-11-26 13:19:00,Detailed description of the incident #21004769,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.532032442,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,0,240,60,300,26,11,2021,13:19:00,0.0%,20.0%
21006096,Atlanta,2021-12-01 15:58:00,Detailed description of the incident #21006096,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.175744291,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,0,240,60,300,1,12,2021,15:58:00,0.0%,20.0%
21044765,Atlanta,2021-12-31 17:17:00,Detailed description of the incident #21044765,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.328274248,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,0,240,60,300,31,12,2021,17:17:00,0.0%,20.0%
21048404,Atlanta,2022-01-13 13:14:00,Detailed description of the incident #21048404,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,3.008600813,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,0,240,60,300,13,1,2022,13:14:00,0.0%,20.0%
21007034,Atlanta,2021-12-05 00:03:00,Detailed description of the incident #21007034,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,1.955494965,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,0,240,60,300,5,12,2021,00:03:00,0.0%,20.0%
21009106,Atlanta,2021-12-12 06:33:00,Detailed description of the incident #21009106,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.179825249,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,12,12,2021,06:33:00,25.0%,20.0%
21002129,Atlanta,2021-11-16 09:23:00,Detailed description of the incident #21002129,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,1.961243966,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,16,11,2021,09:23:00,25.0%,20.0%
21010625,Atlanta,2021-12-17 16:21:00,Detailed description of the incident #21010625,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.49214213,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,17,12,2021,16:21:00,25.0%,20.0%
21008899,Atlanta,2021-12-11 16:54:00,Detailed description of the incident #21008899,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.972902086,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,11,12,2021,16:54:00,25.0%,20.0%
21089845,Atlanta,2022-06-10 23:23:00,Detailed description of the incident #21089845,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.691096008,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,10,6,2022,23:23:00,25.0%,20.0%
21004130,Atlanta,2021-11-24 00:53:00,Detailed description of the incident #21004130,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.124226151,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,24,11,2021,00:53:00,25.0%,20.0%
21087130,Atlanta,2022-05-29 06:02:00,Detailed description of the incident #21087130,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.807181038,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,29,5,2022,06:02:00,25.0%,20.0%
21062199,Atlanta,2022-03-01 13:31:00,Detailed description of the incident #21062199,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.68792571,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,1,3,2022,13:31:00,25.0%,20.0%
21011274,Atlanta,2021-12-19 17:43:00,Detailed description of the incident #21011274,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,1.955494965,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,19,12,2021,17:43:00,25.0%,20.0%
21090830,Atlanta,2022-06-15 09:53:00,Detailed description of the incident #21090830,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,1.955494965,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,15,6,2022,09:53:00,25.0%,20.0%
21052808,Atlanta,2022-01-27 21:38:00,Detailed description of the incident #21052808,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.585874903,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,27,1,2022,21:38:00,25.0%,20.0%
21074669,Atlanta,2022-04-21 21:31:00,Detailed description of the incident #21074669,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.666931073,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,120,240,60,300,21,4,2022,21:31:00,50.0%,20.0%
21089637,Atlanta,2022-06-09 23:55:00,Detailed description of the incident #21089637,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.476256911,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,120,240,60,300,9,6,2022,23:55:00,50.0%,20.0%
21044110,Atlanta,2021-12-29 03:57:00,Detailed description of the incident #21044110,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,1.92361505,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,120,240,60,300,29,12,2021,03:57:00,50.0%,20.0%
21044159,Atlanta,2021-12-29 09:42:00,Detailed description of the incident #21044159,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,1.92361505,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,120,240,60,300,29,12,2021,09:42:00,50.0%,20.0%
21005424,Atlanta,2021-11-28 21:18:00,Detailed description of the incident #21005424,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.540988719,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,120,240,60,300,28,11,2021,21:18:00,50.0%,20.0%
21073911,Atlanta,2022-04-18 09:52:00,Detailed description of the incident #21073911,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.529689359,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,120,240,60,300,18,4,2022,09:52:00,50.0%,20.0%
21073176,Atlanta,2022-04-15 08:39:00,Detailed description of the incident #21073176,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,1.955494965,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,120,240,60,300,15,4,2022,08:39:00,50.0%,20.0%
21009734,Atlanta,2021-12-14 12:59:00,Detailed description of the incident #21009734,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.532032442,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,180,240,60,300,14,12,2021,12:59:00,75.0%,20.0%
21056452,Atlanta,2022-02-09 14:56:00,Detailed description of the incident #21056452,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,1.963666205,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,180,240,60,300,9,2,2022,14:56:00,75.0%,20.0%
21058736,Atlanta,2022-02-17 02:50:00,Detailed description of the incident #21058736,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.807181038,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,180,240,60,300,17,2,2022,02:50:00,75.0%,20.0%
21003314,Atlanta,2021-11-20 23:53:00,Detailed description of the incident #21003314,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,3.113041397,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,240,240,60,300,20,11,2021,23:53:00,100.0%,20.0%
21070525,Atlanta,2022-04-04 07:00:00,Detailed description of the incident #21070525,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,3.008600813,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,300,240,60,300,4,4,2022,07:00:00,125.0%,20.0%
21042366,Atlanta,2021-12-22 14:33:00,Detailed description of the incident #21042366,Fire Related,F3HR,30313,AFRD Station 1,Atlanta,30313,2.299952496,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,120,240,60,300,22,12,2021,14:33:00,50.0%,20.0%
21067052,Atlanta,2022-03-20 18:37:00,Detailed description of the incident #21067052,Gas Related,F93,30313,AFRD Station 1,Atlanta,30313,2.191053258,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,60,240,60,300,20,3,2022,18:37:00,25.0%,20.0%
21067002,Atlanta,2022-03-20 14:26:00,Detailed description of the incident #21067002,Gas Related,F93,30313,AFRD Station 1,Atlanta,30313,2.997841428,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,240,240,60,300,20,3,2022,14:26:00,100.0%,20.0%
21050572,Atlanta,2022-01-20 16:56:00,Detailed description of the incident #21050572,Gas Related,F93,30313,AFRD Station 1,Atlanta,30313,2.768910532,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),240,360,240,60,300,20,1,2022,16:56:00,150.0%,20.0%
21081494,Atlanta,2022-05-23 11:26:00,Detailed description of the incident #21081494,Fire Related,F34,30313,AFRD Station 1,Atlanta,30313,5.011786603,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,120,240,60,300,23,5,2022,11:26:00,50.0%,20.0%
21090760,Atlanta,2022-06-14 22:02:00,Detailed description of the incident #21090760,Fire Related,F34,30313,AFRD Station 1,Atlanta,30313,5.011786603,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,120,240,60,300,14,6,2022,22:02:00,50.0%,20.0%
21055037,Atlanta,2022-02-04 16:31:00,Detailed description of the incident #21055037,Fire Related,F34,30313,AFRD Station 1,Atlanta,30313,2.805505027,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,120,240,60,300,4,2,2022,16:31:00,50.0%,20.0%
22001858,Atlanta,2022-07-08 17:16:00,Detailed description of the incident #22001858,Fire Related,F35,30313,AFRD Station 1,Atlanta,30313,5.011786603,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,120,240,60,300,8,7,2022,17:16:00,50.0%,20.0%
21043576,Atlanta,2021-12-27 03:00:00,Detailed description of the incident #21043576,Fire Related,F35,30313,AFRD Station 1,Atlanta,30313,2.78413495,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,180,240,60,300,27,12,2021,03:00:00,75.0%,20.0%
21090824,Atlanta,2022-06-15 08:43:00,Detailed description of the incident #21090824,Fire Related,F35,30313,AFRD Station 1,Atlanta,30313,2.070939428,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,300,240,60,300,15,6,2022,08:43:00,125.0%,20.0%
21001948,Atlanta,2021-11-15 12:55:00,Detailed description of the incident #21001948,Fire Related,F35,30313,AFRD Station 1,Atlanta,30313,2.554370143,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,360,240,60,300,15,11,2021,12:55:00,150.0%,20.0%
21051743,Atlanta,2022-01-24 11:24:00,Detailed description of the incident #21051743,Fire Related,F35,30313,AFRD Station 1,Atlanta,30313,2.647105028,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,360,240,60,300,24,1,2022,11:24:00,150.0%,20.0%
21051457,Atlanta,2022-01-23 11:33:00,Detailed description of the incident #21051457,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.607076217,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,0,240,60,300,23,1,2022,11:33:00,0.0%,20.0%
21052017,Atlanta,2022-01-25 08:38:00,Detailed description of the incident #21052017,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.585874903,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,0,240,60,300,25,1,2022,08:38:00,0.0%,20.0%
21070550,Atlanta,2022-04-04 10:05:00,Detailed description of the incident #21070550,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.321156254,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,4,4,2022,10:05:00,25.0%,20.0%
22001882,Atlanta,2022-07-08 19:09:00,Detailed description of the incident #22001882,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.149038003,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,8,7,2022,19:09:00,25.0%,20.0%
22005674,Atlanta,2022-07-26 13:01:00,Detailed description of the incident #22005674,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,1.962138102,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,26,7,2022,13:01:00,25.0%,20.0%
22001553,Atlanta,2022-07-07 11:25:00,Detailed description of the incident #22001553,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.439727732,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,7,7,2022,11:25:00,25.0%,20.0%
21091428,Atlanta,2022-06-18 02:16:00,Detailed description of the incident #21091428,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.64155446,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,18,6,2022,02:16:00,25.0%,20.0%
21006627,Atlanta,2021-12-03 17:17:00,Detailed description of the incident #21006627,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.046107813,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,3,12,2021,17:17:00,25.0%,20.0%
21059706,Atlanta,2022-02-20 03:37:00,Detailed description of the incident #21059706,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.046107813,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,20,2,2022,03:37:00,25.0%,20.0%
21076350,Atlanta,2022-04-29 14:20:00,Detailed description of the incident #21076350,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.046107813,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,29,4,2022,14:20:00,25.0%,20.0%
21077532,Atlanta,2022-05-04 17:08:00,Detailed description of the incident #21077532,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.503858792,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,4,5,2022,17:08:00,25.0%,20.0%
21011154,Atlanta,2021-12-19 09:33:00,Detailed description of the incident #21011154,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.124226151,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,19,12,2021,09:33:00,25.0%,20.0%
21050745,Atlanta,2022-01-21 06:13:00,Detailed description of the incident #21050745,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.124226151,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,21,1,2022,06:13:00,25.0%,20.0%
21073909,Atlanta,2022-04-18 09:36:00,Detailed description of the incident #21073909,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.799192741,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,18,4,2022,09:36:00,25.0%,20.0%
22006716,Atlanta,2022-07-31 23:39:00,Detailed description of the incident #22006716,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.562402659,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,31,7,2022,23:39:00,25.0%,20.0%
21055485,Atlanta,2022-02-06 04:39:00,Detailed description of the incident #21055485,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.531845732,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,6,2,2022,04:39:00,25.0%,20.0%
22003503,Atlanta,2022-07-15 19:42:00,Detailed description of the incident #22003503,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.807181038,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,15,7,2022,19:42:00,25.0%,20.0%
21002276,Atlanta,2021-11-16 23:05:00,Detailed description of the incident #21002276,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,1.955494965,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,16,11,2021,23:05:00,25.0%,20.0%
21042153,Atlanta,2021-12-21 20:22:00,Detailed description of the incident #21042153,Fire Related,F3A,30313,AFRD Station 1,Atlanta,30313,2.585874903,(INCIDENT POSITION NOT SPECIFIED),(STATION POSITION NOT SPECIFIED),300,60,240,60,300,21,12,2021,20:22:00,25.0%,20.0%
