Country,Incident #,Incident City,Incident Date,Incident Description,Incident Type,Incident Type Code,Incident ZipCode,State,Station,Station City,Station ZipCode,Distance,Incident Position,Station Position,Time to Arrival (s),Time to Dispatch (s),Time to Dispatch Target (s),Time to En Route (s),Time to En Route Target (s)
United States,21068876,Atlanta,3/28/2022 10:51:00 AM,Detailed description of the incident #21068876,fire (garbage/trash/dumpster),F33G,30315,GA,AFRD Station 30,Atlanta,30315,0.550936128,Point,Point,300,300,240,60,300
United States,21009697,Atlanta,12/14/2021 10:35:00 AM,Detailed description of the incident #21009697,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,1.134508066,Point,Point,300,60,240,60,300
United States,21043162,Atlanta,12/25/2021 1:21:00 PM,Detailed description of the incident #21043162,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,1.262674451,Point,Point,300,60,240,60,300
United States,21060518,Atlanta,2/23/2022 7:53:00 AM,Detailed description of the incident #21060518,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,0.272987523,Point,Point,300,60,240,60,300
United States,21090262,Atlanta,6/12/2022 5:37:00 PM,Detailed description of the incident #21090262,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,0.915858252,Point,Point,300,180,240,60,300
United States,21006871,Atlanta,12/4/2021 1:05:00 PM,Detailed description of the incident #21006871,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,0,240,60,300
United States,21044851,Atlanta,12/31/2021 11:14:00 PM,Detailed description of the incident #21044851,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,0,240,60,300
United States,21058712,Atlanta,2/17/2022 12:48:00 AM,Detailed description of the incident #21058712,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,0,240,60,300
United States,21077139,Atlanta,5/2/2022 6:01:00 PM,Detailed description of the incident #21077139,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,0,240,60,300
United States,22003648,Atlanta,7/16/2022 10:27:00 AM,Detailed description of the incident #22003648,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,0,240,60,300
United States,21042096,Atlanta,12/21/2021 4:30:00 PM,Detailed description of the incident #21042096,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.315734448,Point,Point,300,60,240,60,300
United States,21090473,Atlanta,6/13/2022 5:43:00 PM,Detailed description of the incident #21090473,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.502769357,Point,Point,300,60,240,60,300
United States,21010402,Atlanta,12/16/2021 10:45:00 PM,Detailed description of the incident #21010402,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,60,240,60,300
United States,21065643,Atlanta,3/15/2022 10:20:00 AM,Detailed description of the incident #21065643,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,60,240,60,300
United States,21072100,Atlanta,4/10/2022 4:09:00 PM,Detailed description of the incident #21072100,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,60,240,60,300
United States,21091814,Atlanta,6/19/2022 1:37:00 PM,Detailed description of the incident #21091814,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,60,240,60,300
United States,21090070,Atlanta,6/11/2022 7:33:00 PM,Detailed description of the incident #21090070,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.431614420,Point,Point,300,60,240,60,300
United States,21042451,Atlanta,12/22/2021 7:45:00 PM,Detailed description of the incident #21042451,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.016752001,Point,Point,300,120,240,60,300
United States,21072562,Atlanta,4/12/2022 3:03:00 PM,Detailed description of the incident #21072562,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.513158962,Point,Point,300,120,240,60,300
United States,21088643,Atlanta,6/5/2022 7:27:00 AM,Detailed description of the incident #21088643,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,0.601492628,Point,Point,300,120,240,60,300
United States,21089191,Atlanta,6/7/2022 7:07:00 PM,Detailed description of the incident #21089191,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.502769357,Point,Point,300,120,240,60,300
United States,21001757,Atlanta,11/14/2021 5:48:00 PM,Detailed description of the incident #21001757,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,120,240,60,300
United States,21005558,Atlanta,11/29/2021 12:31:00 PM,Detailed description of the incident #21005558,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,120,240,60,300
United States,21087225,Atlanta,5/29/2022 5:37:00 PM,Detailed description of the incident #21087225,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,120,240,60,300
United States,22000252,Atlanta,7/2/2022 5:08:00 PM,Detailed description of the incident #22000252,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,120,240,60,300
United States,21042021,Atlanta,12/21/2021 11:16:00 AM,Detailed description of the incident #21042021,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.240801851,Point,Point,300,120,240,60,300
United States,21003909,Atlanta,11/23/2021 2:24:00 AM,Detailed description of the incident #21003909,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,180,240,60,300
United States,21081472,Atlanta,5/23/2022 8:37:00 AM,Detailed description of the incident #21081472,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,180,240,60,300
United States,22005466,Atlanta,7/25/2022 9:52:00 AM,Detailed description of the incident #22005466,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,0.790418508,Point,Point,300,240,240,60,300
United States,21052134,Atlanta,1/25/2022 4:50:00 PM,Detailed description of the incident #21052134,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,0.893875436,Point,Point,300,240,240,60,300
United States,21074048,Atlanta,4/18/2022 10:14:00 PM,Detailed description of the incident #21074048,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,360,240,60,300
United States,21042710,Atlanta,12/23/2021 8:04:00 PM,Detailed description of the incident #21042710,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.502769357,Point,Point,300,420,240,60,300
United States,21074268,Atlanta,4/19/2022 11:07:00 PM,Detailed description of the incident #21074268,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,300,420,240,60,300
United States,21074064,Atlanta,4/18/2022 11:28:00 PM,Detailed description of the incident #21074064,odor of gas/smoke or unknown,F93,30315,GA,AFRD Station 30,Atlanta,30315,0.303212139,Point,Point,300,60,240,60,300
United States,21063056,Atlanta,3/4/2022 10:04:00 PM,Detailed description of the incident #21063056,odor of gas/smoke or unknown,F93,30315,GA,AFRD Station 30,Atlanta,30315,0.553535158,Point,Point,300,120,240,60,300
United States,21057862,Atlanta,2/14/2022 8:26:00 AM,Detailed description of the incident #21057862,fire (garbage/trash/dumpster),F33G,30315,GA,AFRD Station 30,Atlanta,30315,0.550936128,Point,Point,360,60,240,60,300
United States,22001393,Atlanta,7/6/2022 7:20:00 PM,Detailed description of the incident #22001393,fire (garbage/trash/dumpster),F33G,30315,GA,AFRD Station 30,Atlanta,30315,1.492711918,Point,Point,360,120,240,60,300
United States,21064443,Atlanta,3/10/2022 11:02:00 AM,Detailed description of the incident #21064443,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,0.751502289,Point,Point,360,60,240,60,300
United States,21073662,Atlanta,4/17/2022 7:40:00 AM,Detailed description of the incident #21073662,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,0.950399145,Point,Point,360,60,240,60,300
United States,21009766,Atlanta,12/14/2021 2:55:00 PM,Detailed description of the incident #21009766,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,1.606178432,Point,Point,360,60,240,60,300
United States,21010845,Atlanta,12/18/2021 11:14:00 AM,Detailed description of the incident #21010845,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,0.773174415,Point,Point,360,120,240,60,300
United States,21052137,Atlanta,1/25/2022 4:55:00 PM,Detailed description of the incident #21052137,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,0.294499010,Point,Point,360,120,240,60,300
United States,21056413,Atlanta,2/9/2022 12:08:00 PM,Detailed description of the incident #21056413,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,1.112708552,Point,Point,360,180,240,60,300
United States,21005309,Atlanta,11/28/2021 12:07:00 PM,Detailed description of the incident #21005309,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,360,0,240,60,300
United States,21051414,Atlanta,1/23/2022 7:00:00 AM,Detailed description of the incident #21051414,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,360,0,240,60,300
United States,21078691,Atlanta,5/10/2022 4:17:00 PM,Detailed description of the incident #21078691,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,0.585286602,Point,Point,360,0,240,60,300
United States,21074284,Atlanta,4/20/2022 1:56:00 AM,Detailed description of the incident #21074284,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.617790691,Point,Point,360,60,240,60,300
United States,21044997,Atlanta,1/1/2022 12:53:00 PM,Detailed description of the incident #21044997,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,0.953334322,Point,Point,360,60,240,60,300
United States,21008048,Atlanta,12/8/2021 6:56:00 PM,Detailed description of the incident #21008048,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,360,60,240,60,300
United States,21075349,Atlanta,4/24/2022 10:04:00 PM,Detailed description of the incident #21075349,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,360,60,240,60,300
United States,22004162,Atlanta,7/18/2022 3:32:00 PM,Detailed description of the incident #22004162,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.001428193,Point,Point,360,60,240,60,300
United States,22004913,Atlanta,7/22/2022 12:00:00 PM,Detailed description of the incident #22004913,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,0.557234069,Point,Point,360,60,240,60,300
United States,21091063,Atlanta,6/16/2022 12:43:00 PM,Detailed description of the incident #21091063,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.933059448,Point,Point,360,120,240,60,300
United States,22006600,Atlanta,7/31/2022 11:48:00 AM,Detailed description of the incident #22006600,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.933059448,Point,Point,360,120,240,60,300
United States,21042448,Atlanta,12/22/2021 7:40:00 PM,Detailed description of the incident #21042448,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.502769357,Point,Point,360,120,240,60,300
United States,21078199,Atlanta,5/7/2022 8:37:00 PM,Detailed description of the incident #21078199,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,360,120,240,60,300
United States,21047579,Atlanta,1/10/2022 8:20:00 AM,Detailed description of the incident #21047579,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.001428193,Point,Point,360,120,240,60,300
United States,22003366,Atlanta,7/15/2022 10:13:00 AM,Detailed description of the incident #22003366,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.001428193,Point,Point,360,120,240,60,300
United States,21075307,Atlanta,4/24/2022 6:23:00 PM,Detailed description of the incident #21075307,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,0.658443522,Point,Point,360,180,240,60,300
United States,21077549,Atlanta,5/4/2022 6:46:00 PM,Detailed description of the incident #21077549,odor of gas/smoke or unknown,F93,30315,GA,AFRD Station 30,Atlanta,30315,0.519943258,Point,Point,360,60,240,60,300
United States,21064564,Atlanta,3/10/2022 7:42:00 PM,Detailed description of the incident #21064564,odor of gas/smoke or unknown,F93,30315,GA,AFRD Station 30,Atlanta,30315,0.821357291,Point,Point,360,60,240,60,300
United States,21067234,Atlanta,3/21/2022 12:15:00 PM,Detailed description of the incident #21067234,odor of gas/smoke or unknown,F93,30315,GA,AFRD Station 30,Atlanta,30315,0.746725361,Point,Point,360,120,240,60,300
United States,22005492,Atlanta,7/25/2022 1:28:00 PM,Detailed description of the incident #22005492,odor of gas/smoke or unknown,F93,30315,GA,AFRD Station 30,Atlanta,30315,1.582677031,Point,Point,360,240,240,60,300
United States,21087496,Atlanta,5/31/2022 3:30:00 AM,Detailed description of the incident #21087496,odor of gas/smoke or unknown,F93,30315,GA,AFRD Station 30,Atlanta,30315,0.738763478,Point,Point,360,360,240,60,300
United States,21004264,Atlanta,11/24/2021 3:52:00 PM,Detailed description of the incident #21004264,vehicle fire,F34,30315,GA,AFRD Station 30,Atlanta,30315,0.359727255,Point,Point,420,120,240,60,300
United States,21090834,Atlanta,6/15/2022 10:16:00 AM,Detailed description of the incident #21090834,vehicle fire,F34,30315,GA,AFRD Station 30,Atlanta,30315,0.752165946,Point,Point,420,120,240,60,300
United States,21064316,Atlanta,3/9/2022 8:34:00 PM,Detailed description of the incident #21064316,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,1.055390716,Point,Point,420,180,240,60,300
United States,21078400,Atlanta,5/9/2022 8:19:00 AM,Detailed description of the incident #21078400,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,0.368594448,Point,Point,420,240,240,60,300
United States,21051770,Atlanta,1/24/2022 1:23:00 PM,Detailed description of the incident #21051770,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.431614420,Point,Point,420,0,240,60,300
United States,21092270,Atlanta,6/21/2022 2:24:00 PM,Detailed description of the incident #21092270,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.933059448,Point,Point,420,60,240,60,300
United States,21051860,Atlanta,1/24/2022 6:38:00 PM,Detailed description of the incident #21051860,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.177202270,Point,Point,420,60,240,60,300
United States,21063986,Atlanta,3/8/2022 2:57:00 PM,Detailed description of the incident #21063986,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,420,60,240,60,300
United States,21070318,Atlanta,4/3/2022 12:14:00 PM,Detailed description of the incident #21070318,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,420,60,240,60,300
United States,21070131,Atlanta,4/2/2022 3:20:00 PM,Detailed description of the incident #21070131,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.490483713,Point,Point,420,120,240,60,300
United States,21001590,Atlanta,11/14/2021 12:57:00 AM,Detailed description of the incident #21001590,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,420,120,240,60,300
United States,21058956,Atlanta,2/17/2022 5:19:00 PM,Detailed description of the incident #21058956,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,420,360,240,60,300
United States,21044426,Atlanta,12/30/2021 8:34:00 AM,Detailed description of the incident #21044426,odor of gas/smoke or unknown,F93,30315,GA,AFRD Station 30,Atlanta,30315,0.206253241,Point,Point,420,120,240,60,300
United States,21087239,Atlanta,5/29/2022 6:43:00 PM,Detailed description of the incident #21087239,invalid assist/manpower assist,F15,30315,GA,AFRD Station 30,Atlanta,30315,1.058570311,Point,Point,480,480,240,60,300
United States,21065106,Atlanta,3/13/2022 4:47:00 AM,Detailed description of the incident #21065106,fire (garbage/trash/dumpster),F33G,30315,GA,AFRD Station 30,Atlanta,30315,0.550936128,Point,Point,480,60,240,60,300
United States,21060266,Atlanta,2/22/2022 8:10:00 AM,Detailed description of the incident #21060266,fire (garbage/trash/dumpster),F33G,30315,GA,AFRD Station 30,Atlanta,30315,0.550936128,Point,Point,480,240,240,60,300
United States,21073854,Atlanta,4/18/2022 12:19:00 AM,Detailed description of the incident #21073854,vehicle fire,F34,30315,GA,AFRD Station 30,Atlanta,30315,0.519112666,Point,Point,480,180,240,60,300
United States,21071840,Atlanta,4/9/2022 5:36:00 PM,Detailed description of the incident #21071840,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,1.091430156,Point,Point,480,60,240,60,300
United States,21080498,Atlanta,5/18/2022 10:50:00 PM,Detailed description of the incident #21080498,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,0.751502289,Point,Point,480,300,240,60,300
United States,21091838,Atlanta,6/19/2022 3:06:00 PM,Detailed description of the incident #21091838,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,0.779486020,Point,Point,480,60,240,60,300
United States,21003099,Atlanta,11/20/2021 8:21:00 AM,Detailed description of the incident #21003099,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.502769357,Point,Point,480,60,240,60,300
United States,21055249,Atlanta,2/5/2022 10:33:00 AM,Detailed description of the incident #21055249,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,480,60,240,60,300
United States,21072673,Atlanta,4/12/2022 11:12:00 PM,Detailed description of the incident #21072673,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.502769357,Point,Point,480,120,240,60,300
United States,21066335,Atlanta,3/17/2022 9:49:00 PM,Detailed description of the incident #21066335,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,480,180,240,60,300
United States,21092867,Atlanta,6/24/2022 9:34:00 AM,Detailed description of the incident #21092867,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,480,180,240,60,300
United States,22005263,Atlanta,7/24/2022 5:33:00 AM,Detailed description of the incident #22005263,odor of gas/smoke or unknown,F93,30315,GA,AFRD Station 30,Atlanta,30315,1.346460798,Point,Point,480,60,240,60,300
United States,21002571,Atlanta,11/18/2021 7:35:00 AM,Detailed description of the incident #21002571,vehicle fire,F34,30315,GA,AFRD Station 30,Atlanta,30315,0.161207834,Point,Point,540,60,240,60,300
United States,21076559,Atlanta,4/30/2022 9:53:00 AM,Detailed description of the incident #21076559,vehicle fire,F34,30315,GA,AFRD Station 30,Atlanta,30315,1.091430156,Point,Point,540,180,240,60,300
United States,21088460,Atlanta,6/4/2022 2:59:00 PM,Detailed description of the incident #21088460,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,0.843151075,Point,Point,540,60,240,60,300
United States,21064456,Atlanta,3/10/2022 12:14:00 PM,Detailed description of the incident #21064456,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,1.091430156,Point,Point,540,120,240,60,300
United States,21090265,Atlanta,6/12/2022 5:44:00 PM,Detailed description of the incident #21090265,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,0.462665579,Point,Point,540,60,240,60,300
United States,22002524,Atlanta,7/11/2022 4:23:00 PM,Detailed description of the incident #22002524,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.515769702,Point,Point,540,180,240,60,300
United States,21044928,Atlanta,1/1/2022 5:44:00 AM,Detailed description of the incident #21044928,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.502769357,Point,Point,540,240,240,60,300
United States,21065551,Atlanta,3/14/2022 11:21:00 PM,Detailed description of the incident #21065551,odor of gas/smoke or unknown,F93,30315,GA,AFRD Station 30,Atlanta,30315,0.737536499,Point,Point,540,120,240,60,300
United States,22005341,Atlanta,7/24/2022 3:23:00 PM,Detailed description of the incident #22005341,odor of gas/smoke or unknown,F93,30315,GA,AFRD Station 30,Atlanta,30315,0.739991244,Point,Point,540,240,240,60,300
United States,21070648,Atlanta,4/4/2022 5:51:00 PM,Detailed description of the incident #21070648,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,1.055390716,Point,Point,600,0,240,60,300
United States,21072342,Atlanta,4/11/2022 2:49:00 PM,Detailed description of the incident #21072342,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,1.273224320,Point,Point,600,120,240,60,300
United States,21052462,Atlanta,1/26/2022 6:06:00 PM,Detailed description of the incident #21052462,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,1.001428193,Point,Point,600,240,240,60,300
United States,21057256,Atlanta,2/12/2022 9:05:00 AM,Detailed description of the incident #21057256,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.520771048,Point,Point,600,60,240,60,300
United States,21006276,Atlanta,12/2/2021 10:18:00 AM,Detailed description of the incident #21006276,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.134188982,Point,Point,600,60,240,60,300
United States,21050352,Atlanta,1/19/2022 10:52:00 PM,Detailed description of the incident #21050352,odor of gas/smoke or unknown,F93,30315,GA,AFRD Station 30,Atlanta,30315,0.821357291,Point,Point,600,300,240,60,300
United States,21088685,Atlanta,6/5/2022 12:48:00 PM,Detailed description of the incident #21088685,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,0.771653795,Point,Point,660,60,240,60,300
United States,21058856,Atlanta,2/17/2022 1:24:00 PM,Detailed description of the incident #21058856,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,1.906680815,Point,Point,660,60,240,60,300
United States,21073128,Atlanta,4/15/2022 3:07:00 AM,Detailed description of the incident #21073128,odor of gas/smoke or unknown,F93,30315,GA,AFRD Station 30,Atlanta,30315,0.696349990,Point,Point,660,120,240,60,300
United States,22000229,Atlanta,7/2/2022 3:30:00 PM,Detailed description of the incident #22000229,odor of gas/smoke or unknown,F93,30315,GA,AFRD Station 30,Atlanta,30315,0.843641292,Point,Point,660,120,240,60,300
United States,21008282,Atlanta,12/9/2021 4:37:00 PM,Detailed description of the incident #21008282,grass/brush fire/outside burning,F35,30315,GA,AFRD Station 30,Atlanta,30315,1.860482221,Point,Point,780,60,240,60,300
United States,21010279,Atlanta,12/16/2021 1:46:00 PM,Detailed description of the incident #21010279,auto accident w/ injuries,F41I,30315,GA,AFRD Station 30,Atlanta,30315,1.716196445,Point,Point,900,120,240,60,300
United States,21093318,Atlanta,6/26/2022 3:33:00 PM,Detailed description of the incident #21093318,fire alarm (assembly),F3A,30315,GA,AFRD Station 30,Atlanta,30315,1.502769357,Point,Point,960,60,240,60,300
United States,21043410,Atlanta,12/26/2021 10:54:00 AM,Detailed description of the incident #21043410,invalid assist/manpower assist,F15,30315,GA,AFRD Station 30,Atlanta,30315,0.601492628,Point,Point,1020,300,240,60,300
United States,21003455,Atlanta,11/21/2021 1:54:00 PM,Detailed description of the incident #21003455,vehicle fire,F34,30316,GA,AFRD Station 13,Atlanta,30316,0.798475252,Point,Point,0,240,240,60,300
United States,21007951,Atlanta,12/8/2021 11:52:00 AM,Detailed description of the incident #21007951,fire alarm (assembly),F3A,30316,GA,AFRD Station 13,Atlanta,30316,0.039314885,Point,Point,0,60,240,60,300
United States,22003775,Atlanta,7/16/2022 8:21:00 PM,Detailed description of the incident #22003775,fire (garbage/trash/dumpster),F33G,30316,GA,AFRD Station 13,Atlanta,30316,0.093718447,Point,Point,60,60,240,60,300
United States,21045283,Atlanta,1/2/2022 11:24:00 AM,Detailed description of the incident #21045283,vehicle fire,F34,30316,GA,AFRD Station 13,Atlanta,30316,0.336938406,Point,Point,60,60,240,60,300
United States,21090460,Atlanta,6/13/2022 4:42:00 PM,Detailed description of the incident #21090460,fire alarm (assembly),F3A,30316,GA,AFRD Station 13,Atlanta,30316,0.082611644,Point,Point,60,60,240,60,300
United States,21044331,Atlanta,12/29/2021 9:09:00 PM,Detailed description of the incident #21044331,fire alarm (assembly),F3A,30316,GA,AFRD Station 13,Atlanta,30316,0.039314885,Point,Point,60,240,240,60,300
United States,21043815,Atlanta,12/27/2021 11:47:00 PM,Detailed description of the incident #21043815,fire (business),F33B,30316,GA,AFRD Station 13,Atlanta,30316,0.153256720,Point,Point,120,60,240,60,300
United States,21075371,Atlanta,4/25/2022 1:51:00 AM,Detailed description of the incident #21075371,fire (business),F33B,30316,GA,AFRD Station 13,Atlanta,30316,1.356422666,Point,Point,120,480,240,60,300
United States,21005329,Atlanta,11/28/2021 2:17:00 PM,Detailed description of the incident #21005329,fire alarm (assembly),F3A,30316,GA,AFRD Station 13,Atlanta,30316,0.446720327,Point,Point,120,60,240,60,300
United States,21042414,Atlanta,12/22/2021 5:25:00 PM,Detailed description of the incident #21042414,fire alarm (assembly),F3A,30316,GA,AFRD Station 13,Atlanta,30316,0.039314885,Point,Point,120,60,240,60,300
United States,21011290,Atlanta,12/19/2021 6:36:00 PM,Detailed description of the incident #21011290,auto accident w/ injuries,F41I,30316,GA,AFRD Station 13,Atlanta,30316,0.248314589,Point,Point,120,300,240,60,300
United States,21008775,Atlanta,12/11/2021 8:18:00 AM,Detailed description of the incident #21008775,odor of gas/smoke or unknown,F93,30316,GA,AFRD Station 13,Atlanta,30316,0.411592304,Point,Point,120,120,240,60,300
United States,21089058,Atlanta,6/7/2022 7:29:00 AM,Detailed description of the incident #21089058,fire (business),F33B,30316,GA,AFRD Station 13,Atlanta,30316,0.376977373,Point,Point,180,120,240,60,300
United States,21003606,Atlanta,11/22/2021 1:05:00 AM,Detailed description of the incident #21003606,fire (business),F33B,30316,GA,AFRD Station 13,Atlanta,30316,0.748508413,Point,Point,180,300,240,60,300
United States,21063623,Atlanta,3/7/2022 3:26:00 AM,Detailed description of the incident #21063623,fire (dwelling) (city only),F33D,30316,GA,AFRD Station 13,Atlanta,30316,0.377324707,Point,Point,180,0,240,60,300
United States,22006288,Atlanta,7/29/2022 6:01:00 PM,Detailed description of the incident #22006288,fire (dwelling) (city only),F33D,30316,GA,AFRD Station 13,Atlanta,30316,0.812287100,Point,Point,180,240,240,60,300
United States,21063139,Atlanta,3/5/2022 6:20:00 AM,Detailed description of the incident #21063139,fire (garbage/trash/dumpster),F33G,30316,GA,AFRD Station 13,Atlanta,30316,0.201122387,Point,Point,180,60,240,60,300
United States,21073852,Atlanta,4/18/2022 12:17:00 AM,Detailed description of the incident #21073852,fire (garbage/trash/dumpster),F33G,30316,GA,AFRD Station 13,Atlanta,30316,0.201122387,Point,Point,180,60,240,60,300
United States,21003993,Atlanta,11/23/2021 1:31:00 PM,Detailed description of the incident #21003993,vehicle fire,F34,30316,GA,AFRD Station 13,Atlanta,30316,0.169698768,Point,Point,180,180,240,60,300
United States,21079083,Atlanta,5/12/2022 11:13:00 AM,Detailed description of the incident #21079083,grass/brush fire/outside burning,F35,30316,GA,AFRD Station 13,Atlanta,30316,0.236954603,Point,Point,180,60,240,60,300
